nama_bapak,nama_ibu,nomor_rumah,jarak_rumah
Setya Umay Halim,Raisa Farida M.Farm,8906,93260
Sidiq Adriansyah,Sarah Maryati S.Ked,8907,93277
Sidiq Hasim Habibi,Umi Nasyidah S.IP,8908,93293
Sidiq Heryanto Zulkarnain,Fitria Jamalia Hariyah,8909,93298
Sidiq Irawan S.Ked,Queen Wahyuni,8910,93316
Sidiq Irnanto Ardianto S.Gz,Ciaobella Septi Puspita S.Kom,8911,93328
Sidiq Jarwadi Winarno,Tira Suci Nasyiah M.Pd,8912,93330
Sidiq Jasmani Budiyanto,Lalita Nuraini,8913,93350
Sidiq Jono Adriansyah S.Pt,Aisyah Unjani Uyainah,8914,93368
Sidiq Kurniawan,Tami Winarsih S.E.I,8915,93377
Sidiq Mahendra,Zelaya Chelsea Lailasari,8916,93389
Sidiq Marpaung,Ulva Zelda Mandasari,8917,93394
Sidiq Mustofa,Belinda Kusmawati,8918,93395
Sidiq Prabowo,Vanesa Winda Melani,8919,93413
Sidiq Pradipta,Faizah Pudjiastuti,8920,93429
Sidiq Ramadan,Raina Yuliarti,8921,93442
Sidiq Saefullah S.IP,Fathonah Ciaobella Padmasari S.I.Kom,8922,93446
Sidiq Saputra,Lala Pudjiastuti,8923,93464
Sidiq Setiawan S.E.,Hani Puspita,8924,93483
Sidiq Situmorang,Dina Widiastuti S.E.I,8925,93493
Sidiq Suryono S.E.,Jamalia Namaga,8926,93504
Sidiq Wasita,Ina Hamima Hassanah,8927,93519
Simon Drajat Prasetya,Chelsea Anggraini,8928,93526
Simon Gatra Nainggolan M.Farm,Sarah Hartati,8929,93539
Simon Lembah Marpaung,Siti Purwanti M.Farm,8930,93555
Simon Maryadi,Wani Oktaviani,8931,93575
Simon Najmudin,Diana Aisyah Pertiwi,8932,93593
Simon Omar Kurniawan,Rahmi Azalea Astuti S.Gz,8933,93597
Simon Prakasa,Salsabila Pratiwi,8934,93606
Simon Ramadan,Winda Diana Padmasari,8935,93612
Simon Sihombing M.Ak,Siti Rahmi Uyainah S.T.,8936,93630
Simon Tampubolon,Kania Permata,8937,93634
Simon Utama,Novi Usyi Usamah M.TI.,8938,93637
Simon Waskita,Wirda Maryati S.Sos,8939,93642
Simon Wibisono,Ulva Lestari,8940,93655
Slamet Dagel Sitompul S.Farm,Gabriella Rahimah,8941,93671
Slamet Dimaz Hutagalung,Humaira Yulianti,8942,93689
Slamet Dongoran,Alika Rahimah,8943,93709
Slamet Jamal Sihombing,Icha Widiastuti,8944,93717
Slamet Kenari Hidayat,Lala Susanti S.Sos,8945,93729
Slamet Mahdi Tamba S.E.I,Padma Yuliarti S.Psi,8946,93738
Slamet Mahendra M.Farm,Yunita Permata,8947,93752
Slamet Makara Pangestu,Paulin Wahyuni,8948,93764
Slamet Nashiruddin,Karen Namaga S.Psi,8949,93770
Slamet Paiman Simbolon S.T.,Lalita Siska Melani,8950,93787
Slamet Santoso,Betania Fitriani Puspita S.Kom,8951,93800
Slamet Setiawan S.Ked,Nadia Mulyani,8952,93805
Slamet Utama,Hilda Usamah M.Ak,8953,93813
Slamet Wage Pratama M.Ak,Sabrina Halimah,8954,93824
Slamet Wahyudin M.M.,Gina Uyainah S.Pd,8955,93829
Slamet Yono Halim M.Kom.,Hafshah Riyanti,8956,93839
Soleh Banara Sitorus,Wulan Uchita Agustina,8957,93855
Soleh Gaman Firmansyah S.Pd,Yani Yulianti,8958,93874
Soleh Halim,Hafshah Kasiyah Palastri,8959,93887
Soleh Hutagalung S.Pd,Gawati Siti Hariyah S.E.I,8960,93888
Soleh Karja Budiman M.TI.,Ida Maryati,8961,93889
Soleh Kemba Sihombing,Anastasia Hassanah,8962,93905
Soleh Nainggolan,Shakila Kartika Hasanah M.Farm,8963,93913
Soleh Nugroho S.Psi,Zulfa Sudiati S.Ked,8964,93929
Soleh Prabowo,Sari Kayla Laksita M.M.,8965,93945
Soleh Pradipta,Lintang Suartini,8966,93951
Soleh Sinaga,Cornelia Wastuti,8967,93955
Soleh Tampubolon,Ina Olivia Agustina,8968,93960
Soleh Viktor Nugroho M.M.,Ifa Ida Nasyidah,8969,93980
Soleh Waskita,Violet Novi Prastuti S.Farm,8970,93992
Soleh Wibowo,Gawati Nasyidah,8971,93999
Soleh Widodo,Humaira Usamah S.Pd,8972,94006
Surya Adhiarja Mandala,Lidya Lestari S.E.,8973,94014
Surya Ajiman Mahendra S.E.I,Jane Riyanti,8974,94019
Surya Bagus Nugroho S.Gz,Hafshah Astuti,8975,94033
Surya Bakianto Nugroho M.Ak,Rachel Nadia Palastri S.E.I,8976,94035
Surya Bakidin Megantara,Nadia Pertiwi,8977,94042
Surya Budiyanto,Uchita Yulianti M.Farm,8978,94054
Surya Empluk Wibowo,Latika Titi Yuliarti S.IP,8979,94055
Surya Ganep Zulkarnain S.Psi,Siti Widiastuti,8980,94069
Surya Halim,Vivi Zahra Yolanda,8981,94087
Surya Halim S.Kom,Vanya Gawati Purwanti M.M.,8982,94105
Surya Haryanto,Tami Laksita,8983,94113
Surya Heryanto Marbun S.Pd,Ghaliyati Pudjiastuti S.I.Kom,8984,94115
Surya Hidayat,Bella Rina Nurdiyanti,8985,94129
Surya Hutapea,Kartika Astuti S.Kom,8986,94141
Surya Hutasoit,Salsabila Suryatmi S.Farm,8987,94144
Surya Irawan S.Kom,Patricia Mardhiyah,8988,94160
Surya Kamidin Mansur S.Pd,Lidya Nasyiah M.Farm,8989,94177
Surya Latupono M.Ak,Tiara Kamaria Agustina,8990,94184
Surya Lazuardi,Shania Hartati,8991,94202
Surya Mahendra,Amelia Azalea Halimah,8992,94209
Surya Maryanto Suwarno,Jane Shakila Mayasari,8993,94213
Surya Mustofa,Nurul Safitri,8994,94219
Surya Prasetya M.Pd,Ophelia Melani S.Pd,8995,94239
Surya Setiawan,Kani Sudiati,8996,94250
Surya Simanjuntak,Karen Hasanah,8997,94260
Surya Tasdik Hidayat,Febi Agustina,8998,94277
Surya Widodo,Rahayu Winarsih,8999,94292
Surya Zulkarnain M.Farm,Natalia Pertiwi,9000,94298
Tasdik Darmanto Prakasa,Dinda Aryani S.I.Kom,9001,94306
Tasdik Dongoran,Farhunnisa Kasiyah Oktaviani M.Farm,9002,94315
Tasdik Gunawan,Padma Rini Maryati,9003,94324
Tasdik Halim,Iriana Jane Agustina,9004,94328
Tasdik Hardiansyah M.TI.,Puspa Suci Aryani S.Sos,9005,94342
Tasdik Latupono,Belinda Sudiati S.Psi,9006,94353
Tasdik Mustofa S.Kom,Malika Melani,9007,94373
Tasdik Permadi,Endah Maryati S.Farm,9008,94378
Tasdik Pradipta,Maria Farida,9009,94387
Tasdik Pratama M.TI.,Ayu Devi Wijayanti S.Gz,9010,94404
Tasdik Prayoga,Natalia Puspita,9011,94422
Tasdik Rajasa,Irma Hartati,9012,94440
Tasdik Salahudin,Yuliana Haryanti S.E.,9013,94456
Tasdik Setya Latupono S.IP,Maimunah Lailasari M.Kom.,9014,94464
Tasdik Sitompul,Ayu Fathonah Suryatmi M.M.,9015,94475
Tasdik Suryono,Zizi Maya Wulandari,9016,94477
Tasdik Tamba,Karimah Pratiwi,9017,94496
Tasdik Tarihoran,Hasna Suryatmi,9018,94502
Tasdik Wahyudin,Safina Aryani S.H.,9019,94514
Tasdik Waluyo,Yulia Mulyani S.Pt,9020,94516
Tasdik Wijaya,Gawati Dina Pudjiastuti S.Farm,9021,94524
Tasnim Baktiono Situmorang S.IP,Gina Pudjiastuti M.M.,9022,94538
Tasnim Cagak Sihombing M.Ak,Samiah Puspita,9023,94550
Tasnim Dabukke,Icha Pratiwi S.I.Kom,9024,94557
Tasnim Firmansyah,Endah Maryati S.H.,9025,94576
Tasnim Iswahyudi,Yani Lintang Zulaika,9026,94581
Tasnim Januar M.M.,Julia Farida,9027,94592
Tasnim Karna Simbolon S.Gz,Paris Eli Kusmawati S.Psi,9028,94612
Tasnim Lazuardi M.TI.,Winda Handayani,9029,94625
Tasnim Marpaung,Michelle Yulianti,9030,94640
Tasnim Saragih S.T.,Cinthia Nabila Prastuti,9031,94642
Tasnim Sihombing,Eli Kusmawati,9032,94649
Tasnim Uwais S.I.Kom,Raisa Ellis Usamah S.Gz,9033,94666
Taswir Asirwanda Napitupulu,Melinda Tami Sudiati,9034,94670
Taswir Habibi,Juli Nuraini,9035,94684
Taswir Hidayat,Kiandra Maryati,9036,94694
Taswir Ikin Rajata,Unjani Mayasari,9037,94702
Taswir Jasmani Firgantoro,Jane Kusmawati S.E.,9038,94715
Taswir Lega Hutapea S.Farm,Shakila Talia Namaga S.Ked,9039,94724
Taswir Lukman Adriansyah,Mala Maya Mayasari S.Kom,9040,94738
Taswir Mansur S.Ked,Diana Hartati,9041,94739
Taswir Nasab Latupono S.H.,Hasna Farida S.Pt,9042,94752
Taswir Prayoga,Rina Winarsih S.H.,9043,94762
Taswir Putra,Ika Siti Maryati,9044,94763
Taswir Utama,Dalima Mayasari M.M.,9045,94765
Taswir Wage Hutagalung M.M.,Olivia Rahayu,9046,94773
Taswir Wardaya Lazuardi,Iriana Kusmawati S.H.,9047,94774
Taswir Wibowo,Farhunnisa Susanti,9048,94786
Taswir Widodo,Unjani Usamah,9049,94793
Taswir Winarno S.E.I,Ilsa Bella Palastri M.Kom.,9050,94797
Taufan Ajiman Ardianto S.Psi,Yuni Usamah S.Ked,9051,94809
Taufan Candrakanta Pangestu,Salwa Fujiati,9052,94810
Taufan Eluh Hutasoit S.I.Kom,Amalia Raina Yuliarti M.Farm,9053,94822
Taufan Gunawan,Titi Andriani,9054,94824
Taufan Habibi,Tami Paulin Pertiwi M.Kom.,9055,94833
Taufan Hutasoit,Dina Pertiwi,9056,94853
Taufan Januar,Usyi Puti Prastuti S.E.I,9057,94863
Taufan Januar S.Ked,Patricia Ophelia Wulandari M.TI.,9058,94873
Taufan Mahendra,Oni Palastri M.Farm,9059,94892
Taufan Marsudi Lazuardi,Puji Wulandari S.Sos,9060,94905
Taufan Mitra Prakasa,Ajeng Lailasari,9061,94916
Taufan Narpati,Indah Laksmiwati,9062,94927
Taufan Nugroho S.Ked,Hesti Oktaviani M.Ak,9063,94937
Taufan Prasasta,Ratih Novitasari,9064,94939
Taufan Prasetya,Titin Vanesa Lailasari,9065,94959
Taufan Prayitna Rajata,Jelita Nurul Usamah M.M.,9066,94972
Taufan Purwanto Budiman S.Farm,Ghaliyati Oktaviani,9067,94990
Taufan Putra,Clara Purnawati,9068,94993
Taufan Radika Pranowo S.T.,Tiara Karimah Widiastuti M.Farm,9069,94994
Taufan Radit Gunarto M.M.,Agnes Yulianti,9070,95009
Taufan Ramadan,Ayu Padmi Widiastuti,9071,95022
Taufan Rudi Hardiansyah S.Farm,Raina Maryati,9072,95034
Taufan Santoso,Putri Prastuti M.Kom.,9073,95039
Taufan Sihombing,Nadine Astuti M.Kom.,9074,95044
Taufan Sitorus,Almira Padmasari,9075,95057
Taufan Teddy Nugroho S.Ked,Kani Safitri,9076,95061
Taufan Wacana,Agnes Pertiwi,9077,95079
Taufik Adriansyah S.Ked,Patricia Utami,9078,95093
Taufik Balamantri Najmudin,Yuni Yuniar,9079,95098
Taufik Cakrawala Widodo S.Gz,Maida Dewi Mulyani S.Pd,9080,95116
Taufik Cawuk Pangestu,Ani Nasyiah,9081,95120
Taufik Cecep Sihombing,Maida Usada,9082,95125
Taufik Hutasoit,Raisa Wijayanti S.Pd,9083,95128
Taufik Jagaraga Najmudin S.T.,Laras Uyainah S.Pt,9084,95146
Taufik Lazuardi S.E.I,Ani Sabrina Puspasari,9085,95148
Taufik Mansur,Victoria Anggraini,9086,95167
Taufik Marpaung,Hilda Paramita Namaga S.IP,9087,95181
Taufik Maryadi S.Farm,Hesti Wijayanti,9088,95184
Taufik Maulana S.E.I,Putri Mardhiyah S.E.I,9089,95187
Taufik Nugroho,Samiah Nurdiyanti,9090,95190
Taufik Pangestu,Dinda Salsabila Yolanda S.I.Kom,9091,95209
Taufik Prabowo,Puti Tania Mayasari S.E.I,9092,95211
Taufik Salahudin S.Gz,Fitria Novitasari,9093,95214
Taufik Sihombing S.Ked,Dewi Julia Mandasari,9094,95220
Taufik Suwarno,Tina Rika Pertiwi S.Pd,9095,95233
Taufik Thamrin M.Ak,Tania Fujiati,9096,95249
Taufik Wijaya,Amelia Lestari,9097,95254
Teddy Adikara Nababan,Lidya Nurdiyanti S.Sos,9098,95267
Teddy Budiyanto,Aurora Dinda Oktaviani S.Psi,9099,95281
Teddy Dabukke,Hafshah Usamah M.M.,9100,95287
Teddy Eluh Waluyo S.Kom,Indah Astuti S.Kom,9101,95303
Teddy Enteng Lazuardi,Anastasia Maryati,9102,95313
Teddy Hutasoit S.IP,Maimunah Melinda Hassanah,9103,95317
Teddy Irwan Narpati S.T.,Siti Yessi Halimah S.IP,9104,95333
Teddy Joko Zulkarnain,Ade Novi Yuliarti,9105,95344
Teddy Karman Saragih M.Pd,Maya Wijayanti S.Gz,9106,95353
Teddy Mahendra,Tari Puspasari,9107,95370
Teddy Pradana,Dina Haryanti,9108,95382
Teddy Pranowo,Winda Ira Yuniar,9109,95383
Teddy Prasasta S.Sos,Puti Suartini M.Pd,9110,95392
Teddy Rahmat Pradana,Wani Pratiwi M.Farm,9111,95408
Teddy Saptono,Amelia Pratiwi,9112,95421
Teddy Saputra,Hesti Halimah M.TI.,9113,95423
Teddy Sitorus S.Pd,Nabila Yance Astuti,9114,95425
Teddy Suwarno,Ratih Permata S.E.,9115,95429
Teddy Waskita,Vicky Riyanti,9116,95433
Tedi Argono Sitorus,Juli Prastuti,9117,95445
Tedi Ian Natsir S.E.,Dian Farida S.E.,9118,95451
Tedi Ibun Ramadan S.Psi,Dinda Betania Wulandari S.Kom,9119,95470
Tedi Kadir Simbolon,Eka Wahyuni,9120,95483
Tedi Lantar Maulana,Cici Prastuti,9121,95485
Tedi Marbun,Fitriani Paulin Rahmawati,9122,95503
Tedi Maulana,Kayla Laksmiwati,9123,95513
Tedi Najmudin,Novi Najwa Namaga,9124,95531
Tedi Najmudin M.Ak,Gina Lestari,9125,95543
Tedi Nasim Wacana S.Psi,Ellis Handayani S.Pd,9126,95562
Tedi Pardi Uwais,Kayla Juli Widiastuti M.Farm,9127,95570
Tedi Pranata Prasetya S.IP,Zalindra Aryani,9128,95578
Tedi Radit Firgantoro S.Farm,Nilam Laksmiwati M.Farm,9129,95592
Tedi Santoso,Paramita Rahmawati,9130,95594
Tedi Sihotang,Unjani Lailasari,9131,95610
Tedi Waluyo,Violet Halimah,9132,95627
Tedi Wardaya Simanjuntak S.Farm,Zahra Wulandari,9133,95632
Tedi Wibisono,Syahrini Nasyidah,9134,95643
Teguh Ardianto,Vera Gasti Rahmawati,9135,95654
Teguh Bagya Anggriawan M.Kom.,Paulin Rahayu,9136,95669
Teguh Cawisono Gunarto S.E.I,Oliva Utami S.Kom,9137,95684
Teguh Elon Hakim,Ellis Mardhiyah,9138,95695
Teguh Endra Salahudin S.E.,Tina Oliva Widiastuti S.H.,9139,95710
Teguh Hutagalung,Padma Sudiati,9140,95725
Teguh Hutapea,Hilda Laksmiwati,9141,95736
Teguh Ian Pradipta M.TI.,Kani Kusmawati,9142,95746
Teguh Kusumo,Mutia Yolanda,9143,95747
Teguh Lazuardi,Hani Restu Yolanda S.E.I,9144,95760
Teguh Mahendra,Cindy Hasanah,9145,95761
Teguh Mahesa Wijaya,Ina Laksmiwati M.Ak,9146,95776
Teguh Mandala,Maimunah Pertiwi S.H.,9147,95780
Teguh Maryadi Napitupulu S.Pd,Ratna Almira Maryati,9148,95795
Teguh Megantara,Dina Widiastuti,9149,95799
Teguh Naradi Rajata,Kayla Mayasari,9150,95814
Teguh Pangeran Napitupulu S.Pt,Titin Astuti S.Psi,9151,95818
Teguh Prakasa,Lalita Uli Hassanah,9152,95822
Teguh Putra,Paramita Zulaika S.Pt,9153,95824
Teguh Salahudin,Maimunah Chelsea Rahimah M.Pd,9154,95831
Teguh Sihombing,Tari Hasna Anggraini S.Kom,9155,95835
Teguh Simbolon,Indah Amelia Haryanti S.Pt,9156,95852
Teguh Suryono,Tiara Permata M.TI.,9157,95854
Teguh Suwarno S.T.,Elvina Lailasari S.Psi,9158,95865
Teguh Viman Wasita M.Ak,Yunita Hasanah,9159,95884
Teguh Wasita,Gabriella Purnawati S.I.Kom,9160,95885
Timbul Adriansyah S.Sos,Hana Rini Utami M.Ak,9161,95902
Timbul Cakrajiya Waluyo,Oliva Janet Yulianti,9162,95908
Timbul Cakrawala Pratama S.T.,Mutia Usamah,9163,95915
Timbul Dongoran,Qori Nuraini S.H.,9164,95921
Timbul Hakim S.Sos,Nadia Hastuti S.T.,9165,95939
Timbul Harsaya Wibisono,Olivia Pudjiastuti S.I.Kom,9166,95948
Timbul Haryanto,Gasti Gabriella Purwanti M.Pd,9167,95967
Timbul Haryanto M.Kom.,Diana Hasanah,9168,95976
Timbul Irawan,Calista Susanti S.Pd,9169,95993
Timbul Manullang S.T.,Ana Safitri M.Ak,9170,96009
Timbul Margana Wahyudin,Tami Farah Susanti S.Sos,9171,96027
Timbul Maryadi,Gina Lailasari M.Farm,9172,96039
Timbul Maulana,Ade Kuswandari S.E.I,9173,96040
Timbul Nababan,Juli Yulia Nuraini,9174,96047
Timbul Pangestu M.Pd,Ayu Usamah,9175,96065
Timbul Perkasa Tamba M.Kom.,Cinthia Agustina,9176,96072
Timbul Ramadan,Devi Rahimah,9177,96088
Timbul Santoso M.TI.,Vivi Devi Rahimah,9178,96101
Timbul Siregar,Irma Purwanti,9179,96119
Timbul Sitorus S.Gz,Padmi Natalia Puspasari,9180,96120
Timbul Situmorang,Dinda Mulyani S.IP,9181,96126
Timbul Suwarno,Ina Halimah,9182,96133
Timbul Thamrin,Kania Maimunah Usamah S.E.,9183,96140
Timbul Waluyo,Hasna Susanti,9184,96149
Timbul Wibowo,Jamalia Hassanah,9185,96162
Tirta Artanto Hutasoit M.TI.,Rika Usada S.T.,9186,96180
Tirta Budiman,Diana Yuni Aryani M.M.,9187,96185
Tirta Damanik,Nurul Paulin Mulyani,9188,96188
Tirta Dono Hardiansyah,Titin Puspasari S.IP,9189,96208
Tirta Habibi,Shania Rahimah,9190,96218
Tirta Haryanto,Paramita Tari Pertiwi M.Ak,9191,96222
Tirta Hidayanto,Qori Wahyuni S.H.,9192,96239
Tirta Kusumo,Eli Ella Halimah S.H.,9193,96242
Tirta Lazuardi,Wirda Uli Anggraini,9194,96251
Tirta Mahendra,Zelda Lestari,9195,96258
Tirta Maheswara,Eka Riyanti,9196,96270
Tirta Maryadi S.Ked,Zulfa Hasanah,9197,96282
Tirta Nababan M.TI.,Septi Mandasari S.Pt,9198,96289
Tirta Prabowo,Ifa Andriani,9199,96304
Tirta Prayoga S.E.I,Cinthia Usamah,9200,96312
Tirta Salahudin,Halima Zizi Handayani M.Farm,9201,96328
Tirta Sitorus M.M.,Yance Anggraini,9202,96334
Tirta Suwarno,Maria Sakura Mulyani S.IP,9203,96345
Tirta Yahya Kuswoyo,Paulin Nasyidah,9204,96358
Tirta Zulkarnain,Anita Aryani,9205,96376
Tirtayasa Asman Mansur,Gabriella Yuliarti S.Pd,9206,96377
Tirtayasa Dongoran S.Kom,Zizi Riyanti S.E.,9207,96384
Tirtayasa Habibi,Natalia Nuraini S.Sos,9208,96400
Tirtayasa Halim,Gasti Putri Astuti M.Ak,9209,96409
Tirtayasa Hidayanto S.Sos,Restu Hamima Farida,9210,96425
Tirtayasa Iswahyudi,Zulaikha Pertiwi S.E.I,9211,96427
Tirtayasa Jailani,Kamaria Oni Uyainah,9212,96444
Tirtayasa Kurniawan S.E.I,Zulfa Mulyani,9213,96457
Tirtayasa Lantar Wibisono S.E.,Citra Susanti,9214,96469
Tirtayasa Liman Setiawan,Rika Kiandra Wijayanti,9215,96484
Tirtayasa Lutfan Situmorang M.TI.,Vera Puspasari,9216,96486
Tirtayasa Mahendra,Mutia Maimunah Wulandari,9217,96490
Tirtayasa Manullang S.Sos,Samiah Usamah,9218,96493
Tirtayasa Mariadi Wasita,Septi Yuniar,9219,96504
Tirtayasa Putra,Eva Pratiwi,9220,96521
Tirtayasa Saputra,Usyi Jessica Suartini S.Kom,9221,96523
Tirtayasa Suryono S.E.I,Paris Astuti S.Sos,9222,96532
Tirtayasa Tarihoran,Anastasia Yolanda S.Pt,9223,96535
Tirtayasa Thamrin,Maya Fujiati,9224,96544
Tirtayasa Wahyudin,Raisa Permata S.Pt,9225,96560
Tirtayasa Waluyo,Hasna Agustina,9226,96563
Tirtayasa Waluyo S.Ked,Cindy Lestari S.T.,9227,96574
Tirtayasa Wibisono,Rahayu Wahyuni,9228,96589
Tirtayasa Wijaya S.Ked,Siti Hasanah M.Farm,9229,96596
Tomi Adinata Iswahyudi S.H.,Zahra Farida,9230,96610
Tomi Ajimin Halim,Lidya Namaga S.E.I,9231,96611
Tomi Ardianto M.Pd,Kezia Purnawati S.Farm,9232,96618
Tomi Budiyanto S.H.,Aisyah Fujiati M.Ak,9233,96638
Tomi Dabukke,Vera Wijayanti,9234,96640
Tomi Dongoran,Gina Eka Safitri S.Psi,9235,96656
Tomi Enteng Siregar,Nurul Laksmiwati,9236,96673
Tomi Gangsa Hidayanto,Irma Wahyuni M.Ak,9237,96689
Tomi Halim,Rachel Dewi Suartini S.Psi,9238,96695
Tomi Hutagalung,Rina Oktaviani,9239,96707
Tomi Irawan,Elvina Namaga,9240,96724
Tomi Jayeng Mustofa,Lili Ira Farida,9241,96731
Tomi Mangunsong,Ulya Yulianti,9242,96737
Tomi Maryadi,Intan Utami,9243,96756
Tomi Nababan,Lidya Rahmawati,9244,96774
Tomi Rahman Latupono,Karimah Widya Suryatmi,9245,96788
Tomi Rajata,Vanya Oktaviani M.TI.,9246,96808
Tomi Santoso M.TI.,Dina Fujiati,9247,96828
Tomi Sinaga,Janet Anggraini,9248,96841
Tomi Utama,Nilam Ade Suartini,9249,96846
Tomi Wibowo,Bella Palastri S.Ked,9250,96856
Tri Abyasa Sihombing,Anastasia Pudjiastuti,9251,96861
Tri Adika Latupono,Ira Lailasari,9252,96878
Tri Among Habibi,Tami Zahra Usamah,9253,96881
Tri Asman Gunawan S.Ked,Citra Oktaviani,9254,96883
Tri Asman Iswahyudi S.Farm,Sarah Cici Uyainah S.T.,9255,96902
Tri Cahyanto Saptono M.Pd,Rika Lestari S.Pd,9256,96910
Tri Gunawan,Vicky Laksmiwati,9257,96913
Tri Habibi,Zahra Sudiati,9258,96919
Tri Hardiansyah S.H.,Tira Haryanti,9259,96930
Tri Irnanto Halim,Hilda Suryatmi,9260,96935
Tri Lukita Gunarto,Zizi Nurdiyanti,9261,96936
Tri Marpaung,Maya Lalita Aryani,9262,96942
Tri Maulana,Sarah Kusmawati,9263,96951
Tri Nababan,Eva Purwanti,9264,96962
Tri Natsir,Ellis Rahmawati,9265,96970
Tri Niyaga Dabukke S.T.,Dinda Suryatmi S.IP,9266,96979
Tri Prasetya,Dian Kusmawati S.IP,9267,96984
Tri Prasetya M.TI.,Michelle Wahyuni,9268,97003
Tri Putra,Icha Pudjiastuti,9269,97023
Tri Samosir,Lintang Lestari,9270,97026
Tri Simanjuntak S.IP,Oni Nurdiyanti,9271,97038
Tri Sitompul S.H.,Kartika Dewi Puspasari,9272,97044
Tri Situmorang S.T.,Tania Oktaviani,9273,97060
Tri Wahyudin,Nadia Utami,9274,97070
Tri Wasita,Carla Usada S.Sos,9275,97082
Tri Widodo,Febi Utami M.Ak,9276,97097
Tugiman Anggriawan S.Farm,Kamila Padmasari,9277,97109
Tugiman Cawuk Mustofa,Ellis Padmasari,9278,97114
Tugiman Dabukke,Natalia Suartini S.Pt,9279,97119
Tugiman Habibi,Puti Andriani S.E.,9280,97131
Tugiman Hardiansyah M.Farm,Zizi Wahyuni,9281,97140
Tugiman Irawan,Tina Safitri,9282,97147
Tugiman Januar,Genta Violet Wijayanti S.T.,9283,97148
Tugiman Maryadi M.Pd,Ella Yulianti,9284,97153
Tugiman Mustofa,Tania Hassanah S.Psi,9285,97170
Tugiman Prayoga,Wani Permata,9286,97175
Tugiman Raharja Salahudin,Gabriella Mardhiyah S.E.,9287,97194
Tugiman Ramadan,Winda Utami S.Kom,9288,97203
Tugiman Salahudin,Novi Eva Hastuti S.Psi,9289,97207
Tugiman Samsul Sirait S.Gz,Gasti Pratiwi,9290,97211
Tugiman Satya Marpaung,Maida Farida,9291,97214
Tugiman Siregar S.Ked,Michelle Kania Pratiwi S.Gz,9292,97231
Tugiman Sitompul,Violet Puspita,9293,97250
Tugiman Wacana,Ratna Hariyah,9294,97258
Uda Adriansyah,Jelita Purwanti,9295,97270
Uda Dabukke M.Farm,Fitria Winda Permata S.T.,9296,97277
Uda Damanik M.TI.,Natalia Astuti,9297,97294
Uda Dongoran,Dinda Hastuti M.M.,9298,97311
Uda Hutapea,Nabila Palastri,9299,97320
Uda Hutapea S.Psi,Tina Paulin Utami,9300,97326
Uda Lamar Siregar,Hilda Hartati,9301,97330
Uda Lazuardi,Uchita Wijayanti,9302,97344
Uda Napitupulu S.Psi,Novi Jasmin Rahmawati S.T.,9303,97350
Uda Nugroho,Paulin Prastuti M.TI.,9304,97362
Uda Prasetyo M.Ak,Olivia Suartini M.Kom.,9305,97378
Uda Prayoga,Rika Lailasari M.Kom.,9306,97386
Uda Saragih,Kania Nuraini,9307,97393
Uda Saragih S.I.Kom,Eli Cinta Zulaika S.E.,9308,97394
Uda Simanjuntak,Salimah Wirda Astuti S.Pd,9309,97401
Uda Tampubolon,Zalindra Yulianti,9310,97418
Uda Wahyudin M.TI.,Paramita Wulandari M.TI.,9311,97420
Umar Bakiman Waluyo,Fitria Rahimah M.Ak,9312,97438
Umar Hutapea,Karimah Rahayu S.Pt,9313,97451
Umar Jailani S.E.I,Melinda Pratiwi,9314,97457
Umar Kurniawan,Carla Winarsih S.E.,9315,97475
Umar Marbun,Restu Maida Palastri,9316,97494
Umar Napitupulu,Puput Sudiati,9317,97508
Umar Natsir,Raisa Wastuti S.Farm,9318,97509
Umar Nugraha Pranowo,Tantri Humaira Hassanah S.Pd,9319,97526
Umar Nugroho S.E.I,Belinda Samiah Utami,9320,97531
Umar Pardi Nababan,Salwa Ella Usamah M.Pd,9321,97538
Umar Prakasa S.IP,Cinta Wahyuni S.I.Kom,9322,97555
Umar Prasetyo,Almira Sudiati,9323,97565
Umar Rajata,Vicky Shania Fujiati,9324,97567
Umar Rajata S.Gz,Maimunah Mardhiyah,9325,97577
Umar Saefullah,Laila Suartini S.Psi,9326,97585
Umar Salahudin,Padmi Zizi Mardhiyah,9327,97597
Umar Simbolon,Novi Pertiwi M.Kom.,9328,97616
Umar Sinaga,Widya Paris Puspasari S.Gz,9329,97618
Umar Siregar S.E.I,Violet Bella Farida S.E.,9330,97636
Umar Suwarno S.H.,Dinda Prastuti,9331,97655
Umar Uwais,Gawati Usada,9332,97662
Umar Waskita,Diah Maimunah Novitasari,9333,97671
Umay Asirwanda Ardianto M.TI.,Belinda Mulyani,9334,97688
Umay Budiman,Vivi Cornelia Kuswandari S.Ked,9335,97703
Umay Embuh Pranowo S.E.,Kania Prastuti,9336,97717
Umay Hardiansyah,Zamira Puji Yolanda M.Ak,9337,97728
Umay Hutasoit M.M.,Siska Salsabila Yuliarti,9338,97735
Umay Marbun S.I.Kom,Yance Pertiwi S.Pt,9339,97748
Umay Nashiruddin,Kamaria Prastuti S.E.I,9340,97758
Umay Pranowo,Citra Aryani,9341,97761
Umay Prasetya,Agnes Kuswandari,9342,97770
Umay Sihombing S.Farm,Lili Samiah Padmasari S.Farm,9343,97771
Umay Sihotang S.T.,Hamima Permata S.Farm,9344,97776
Umay Suryono,Alika Zulaika,9345,97787
Umay Thamrin,Ajeng Rahimah,9346,97804
